insert_date,co2x,o2xx,temp,humi,sensor_name
8/19/2022 20:49,731.3564,21.03648,30.86939,62.49695,test                          
8/19/2022 20:54,742.2101,21.03291,30.91211,62.5885,test                          
8/19/2022 20:59,726.5486,21.03292,30.96819,62.35352,test                          
8/19/2022 21:05,703.1612,21.03292,30.95484,62.26807,test                          
8/19/2022 21:10,675.9736,21.03648,30.95484,62.33978,test                          
8/19/2022 21:15,654.2138,21.04005,30.92546,62.40845,test                          
8/19/2022 21:20,637.9679,21.04005,30.94148,62.44965,test                          
8/19/2022 21:25,626.4042,21.04005,30.91211,62.54578,test                          
8/19/2022 21:30,614.5026,21.04362,30.92546,62.59155,test                          
8/19/2022 21:35,599.0411,21.04719,30.91211,62.78992,test                          
8/19/2022 21:40,594.3481,21.04719,30.89876,62.81738,test                          
8/19/2022 21:45,599.6035,21.05076,30.96819,63.23853,test                          
8/19/2022 21:50,635.6632,21.05076,30.95484,63.26599,test                          
8/19/2022 21:55,651.5338,21.05076,30.98154,63.48572,test                          
8/19/2022 22:00,669.2878,21.04719,31.01091,63.56201,test                          
8/19/2022 22:05,698.324,21.04362,31.02426,63.6261,test                          
8/19/2022 22:10,713.8555,21.04362,31.04028,63.65967,test                          
8/19/2022 22:16,730.1299,21.04005,31.04028,63.84277,test                          
8/19/2022 22:21,740.9933,21.03648,31.06966,63.96027,test                          
8/19/2022 22:26,746.4784,21.03291,31.08301,64.17694,test                          
8/19/2022 22:31,752.2344,21.03291,31.09903,64.0976,test                          
8/19/2022 22:36,756.8233,21.02935,31.11238,64.03961,test                          
8/19/2022 22:41,747.4926,21.02578,31.09903,63.99689,test                          
8/19/2022 22:46,759.079,21.02221,31.06966,64.68353,test                          
8/19/2022 22:51,740.1987,21.02578,31.06966,64.31732,test                          
8/19/2022 22:56,704.5766,21.02935,31.02426,64.17542,test                          
8/19/2022 23:01,668.3695,21.02935,30.89876,64.67133,test                          
8/19/2022 23:06,773.9169,21.03292,30.26055,56.78711,test                          
8/19/2022 23:11,801.1542,21.03648,29.66773,51.95465,test                          
8/19/2022 23:16,835.8169,21.04005,29.26986,48.57635,test                          
8/19/2022 23:22,854.6539,21.04362,28.91737,46.5744,test                          
8/19/2022 23:27,874.462,21.04719,28.64767,44.87762,test                          
8/19/2022 23:32,884.9204,21.05076,28.43672,43.76984,test                          
8/19/2022 23:37,907.6653,21.05076,28.19371,42.90924,test                          
8/19/2022 23:42,918.7875,21.04719,28.00946,42.17224,test                          
8/19/2022 23:47,933.1916,21.04362,27.8706,41.60309,test                          
8/19/2022 23:52,950.0797,21.04005,27.69703,41.14532,test                          
8/19/2022 23:57,960.0528,21.03648,27.65697,40.91339,test                          
